Latitude,Longitude
47.61283982,-122.3802703
47.61283982,-122.3936065
47.61283982,-122.4069426
47.61283982,-122.4202788
47.61283982,-122.4336149
47.61283982,-122.446951
47.61283982,-122.4602872
47.61283982,-122.4736233
47.62183021,-122.2735834
47.62183021,-122.2869219
47.62183021,-122.3002603
47.62183021,-122.3135988
47.62183021,-122.3269372
47.62183021,-122.3402756
47.62183021,-122.3536141
47.62183021,-122.3669525
47.62183021,-122.380291
47.62183021,-122.3936294
47.62183021,-122.4069678
47.62183021,-122.4203063
47.62183021,-122.4336447
47.62183021,-122.4469831
47.62183021,-122.4603216
47.62183021,-122.47366
47.63082059,-122.2735857
47.63082059,-122.2869265
47.63082059,-122.3002672
47.63082059,-122.3136079
47.63082059,-122.3269487
47.63082059,-122.3402894
47.63082059,-122.3536301
47.63082059,-122.3669709
47.63082059,-122.3803116
47.63082059,-122.3936523
47.63082059,-122.4069931
47.63082059,-122.4203338
47.63082059,-122.4336745
47.63082059,-122.4470153
47.63082059,-122.460356
47.63082059,-122.4736967
47.63981098,-122.273588
47.63981098,-122.2869311
47.63981098,-122.3002741
47.63981098,-122.3136171
47.63981098,-122.3269601
47.63981098,-122.3403032
47.63981098,-122.3536462
47.63981098,-122.3669892
47.63981098,-122.3803323
47.63981098,-122.3936753
47.63981098,-122.4070183
47.63981098,-122.4203613
47.63981098,-122.4337044
47.63981098,-122.4470474
47.63981098,-122.4603904
47.63981098,-122.4737335
47.64880137,-122.2735903
47.64880137,-122.2869357
47.64880137,-122.300281
47.64880137,-122.3136263
47.64880137,-122.3269716
47.64880137,-122.340317
47.64880137,-122.3536623
47.64880137,-122.3670076
47.64880137,-122.3803529
47.64880137,-122.3936983
47.64880137,-122.4070436
47.64880137,-122.4203889
47.64880137,-122.4337342
47.64880137,-122.4470796
47.64880137,-122.4604249
47.64880137,-122.4737702
47.65779176,-122.2735926
47.65779176,-122.2869402
47.65779176,-122.3002879
47.65779176,-122.3136355
47.65779176,-122.3269831
47.65779176,-122.3403307
47.65779176,-122.3536784
47.65779176,-122.367026
47.65779176,-122.3803736
47.65779176,-122.3937212
47.65779176,-122.4070689
47.65779176,-122.4204165
47.65779176,-122.4337641
47.65779176,-122.4471117
47.65779176,-122.4604594
47.65779176,-122.473807
47.66678214,-122.2735949
47.66678214,-122.2869448
47.66678214,-122.3002948
47.66678214,-122.3136447
47.66678214,-122.3269946
47.66678214,-122.3403445
47.66678214,-122.3536945
47.66678214,-122.3670444
47.66678214,-122.3803943
47.66678214,-122.3937442
47.66678214,-122.4070941
47.66678214,-122.4204441
47.66678214,-122.433794
47.66678214,-122.4471439
47.66678214,-122.4604938
47.66678214,-122.4738438
47.67577253,-122.2735972
47.67577253,-122.2869494
47.67577253,-122.3003017
47.67577253,-122.3136539
47.67577253,-122.3270061
47.67577253,-122.3403583
47.67577253,-122.3537106
47.67577253,-122.3670628
47.67577253,-122.380415
47.67577253,-122.3937672
47.67577253,-122.4071194
47.67577253,-122.4204717
47.67577253,-122.4338239
47.67577253,-122.4471761
47.67577253,-122.4605283
47.67577253,-122.4738806
47.68476292,-122.2735995
47.68476292,-122.286954
47.68476292,-122.3003086
47.68476292,-122.3136631
47.68476292,-122.3270176
47.68476292,-122.3403721
47.68476292,-122.3537267
47.68476292,-122.3670812
47.68476292,-122.3804357
47.68476292,-122.3937902
47.68476292,-122.4071448
47.68476292,-122.4204993
47.68476292,-122.4338538
47.68476292,-122.4472083
47.68476292,-122.4605629
47.68476292,-122.4739174
47.69375331,-122.2736018
47.69375331,-122.2869587
47.69375331,-122.3003155
47.69375331,-122.3136723
47.69375331,-122.3270291
47.69375331,-122.340386
47.69375331,-122.3537428
47.69375331,-122.3670996
47.69375331,-122.3804564
47.69375331,-122.3938133
47.69375331,-122.4071701
47.69375331,-122.4205269
47.69375331,-122.4338837
47.69375331,-122.4472406
47.69375331,-122.4605974
47.69375331,-122.4739542
47.7027437,-122.2736041
47.7027437,-122.2869633
47.7027437,-122.3003224
47.7027437,-122.3136815
47.7027437,-122.3270406
47.7027437,-122.3403998
47.7027437,-122.3537589
47.7027437,-122.367118
47.7027437,-122.3804772
47.7027437,-122.3938363
47.7027437,-122.4071954
47.7027437,-122.4205545
47.7027437,-122.4339137
47.7027437,-122.4472728
47.7027437,-122.4606319
47.7027437,-122.4739911
47.71173408,-122.2736064
47.71173408,-122.2869679
47.71173408,-122.3003293
47.71173408,-122.3136907
47.71173408,-122.3270522
47.71173408,-122.3404136
47.71173408,-122.353775
47.71173408,-122.3671365
47.71173408,-122.3804979
47.71173408,-122.3938593
47.71173408,-122.4072208
47.71173408,-122.4205822
47.71173408,-122.4339436
47.71173408,-122.4473051
47.71173408,-122.4606665
47.71173408,-122.4740279
47.72072447,-122.2736087
47.72072447,-122.2869725
47.72072447,-122.3
